Index,Positions,Account Margin,Expiry/Non Expiry,Entry,EntryOrderID,Entry_Time,Entry_Price,Entry_PCR,SL,Trgt,IndexEntrySpot,IndexExitSpot,IndexEntryFut,IndexExitFut,SL%,Trgt%,Quantity,Direction,InstrumentLeg,Exit,ExitOrderID,Exit_Time,Exit_Price,Exit_PCR,VixEntry,VixExit,Exit_Reason,IndexOpen,IndexLow,IndexHigh,Type,Strategy,Day,Date,Option_Expiry_Date,SL_move,Other_Strike,Order_Slices,Entry_option_value,Entry_imp_vol,Entry_delta,Entry_gamma,Entry_theta,Entry_vega,Entry_rho,LTP,Last_Updated,Exit_option_value,Exit_imp_vol,Exit_delta,Exit_gamma,Exit_theta,Exit_vega,Exit_rho,fund,ce_strike,trading_symbol,pe_strike
BANKNIFTY,BANKNIFTY23O0446100CE_1,200000.0,Expiry,True,[231121200331050],2023-10-04 13:01:06.332000,1.0,,0.0,0.0,43893.8,"19,612.15",44093.0,19654.1,,,45,Buy,Straddle_Hedge,False,,NaT,0.0,1.35,12.14,12.2,Time_Up,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0441700PE_1,1,2.997668648800109e-13,35.04141607787705,8.5187617181918e-15,2.3808726488454e-16,-9.365881539100128e-12,1.525697199825231e-12,1.023619332167362e-14,1.1,2023-10-04 13:01:46.394000,,,,,,,,200000.0,BANKNIFTY23O0446100CE,BANKNIFTY23O04,
BANKNIFTY,BANKNIFTY23O0441700PE_1,200000.0,Expiry,True,[231121200331871],2023-10-04 13:01:08.281000,0.65,,0.0,0.0,43894.5,"19,612.15",44092.5,19654.1,,,45,Buy,Straddle_Hedge,False,,NaT,0.0,1.35,12.14,12.2,Time_Up,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0446100CE_1,1,2192.871593011456,-1.0,-0.9999999999999913,2.427107725151184e-16,12.62667714876071,1.555374904858907e-12,-1.262667714877016,0.65,2023-10-04 13:01:47.445000,,,,,,,,200000.0,,BANKNIFTY23O04,BANKNIFTY23O0441700PE
BANKNIFTY,BANKNIFTY23O0443900CE_2,200000.0,Expiry,True,[231121200333037],2023-10-04 13:01:12.989000,37.7,1.18,46.371,7.540000000000001,43892.95,"19,599.20",44090.5,19638.0,23.0,80.0,45,Sell,ATMShortStraddle,False,231121200748165,NaT,0.0,0.85,12.14,12.2,One_prcnt_Profit_Book,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0443900PE_2,1,113.7688321886453,3.835897234016814,0.5083843743971362,0.001429644736002231,-61.7049743307596,9.161012852208833,0.6082389340823599,37.75,2023-10-04 13:01:48.504000,52.24196002838835,6.518138529005446,0.51584,0.003184175636664953,-27.70088462546186,4.088280361158247,0.2755541017807694,200000.0,BANKNIFTY23O0443900CE,BANKNIFTY23O04,
BANKNIFTY,BANKNIFTY23O0443900PE_2,200000.0,Expiry,True,[231121200333474],2023-10-04 13:01:14.597000,56.0,1.18,68.88,11.2,43892.2,"19,599.25",44093.95,19638.0,23.0,80.0,45,Sell,ATMShortStraddle,False,231121200748367,NaT,0.0,0.85,12.14,12.2,One_prcnt_Profit_Book,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0443900CE_2,1,109.1621962931749,6.33810806736741,-0.4926881911379954,0.001429744800595186,-49.66996601150708,9.16134096740202,-0.5954611183386382,54.4,2023-10-04 13:01:54.458000,47.64862831051505,6.584941842726878,-0.48401,0.003184116752436868,-22.33301369415302,4.088225616594858,-0.2611995880161023,200000.0,,BANKNIFTY23O04,BANKNIFTY23O0443900PE
BANKNIFTY,BANKNIFTY23O0446100CE_1,200000.0,Expiry,True,[231121200751261],2023-10-04 13:32:07.092000,1.0,0.85,0.0,0.0,43917.2,"19,623.65",44128.0,19654.0,23.0,80.0,45,Buy,Straddle_Hedge,False,231121201491062,NaT,0.0,0.98,12.11,12.29,One_prcnt_Profit_Book,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0441800PE_1,1,4.99843352292182e-13,34.69721001151577,1.411876223915388e-14,3.921185947571049e-16,-1.536720596530007e-11,2.50921573833143e-12,1.697415511389251e-14,24.75,NaT,66.15913691159949,-1.0,0.59222,0.003074611556558541,-27.6705833435262,3.98665682097776,0.3165864476600694,200000.0,BANKNIFTY23O0446100CE,BANKNIFTY23O04,
BANKNIFTY,BANKNIFTY23O0441800PE_1,200000.0,Expiry,True,[231121200751357],2023-10-04 13:32:09.046000,0.55,0.85,0.0,0.0,43919.85,"19,625.40",44132.65,19654.0,23.0,80.0,45,Buy,Straddle_Hedge,False,231121201490838,NaT,0.0,0.98,12.12,12.29,One_prcnt_Profit_Book,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0446100CE_1,1,2167.521593011465,-1.0,-0.999999999999984,4.417183113998989e-16,12.62667714875292,2.82928602901958e-12,-1.262667714877007,12.65,NaT,36.43110257481749,6.099704417981608,-0.40240,0.003064117908234941,-22.25180062884075,3.973759012273007,-0.2173639486363191,200000.0,,BANKNIFTY23O04,BANKNIFTY23O0441800PE
BANKNIFTY,BANKNIFTY23O0446100CE_1,200000.0,Expiry,True,[231121201495642],2023-10-04 13:37:58.063000,0.9,0.98,0.0,0.0,43908.6,"19,610.95",44118.5,19649.0,23.0,80.0,45,Buy,Straddle_Hedge,False,231121202212773,NaT,0.0,1.12,12.13,12.27,One_prcnt_Profit_Book,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0441800PE_1,1,4.334834065496482e-13,34.44638570662397,1.225414886934176e-14,3.406296382088065e-16,-1.33876417951366e-11,2.182476368203946e-12,1.472956267500904e-14,0.6,2023-10-04 14:00:54.369000,58.80654347662676,-1.0,0.55284,0.003138793832891386,-27.85684453283903,4.057997299911481,0.29542093926405,200000.0,BANKNIFTY23O0446100CE,BANKNIFTY23O04,
BANKNIFTY,BANKNIFTY23O0441800PE_1,200000.0,Expiry,True,[231121201496418],2023-10-04 13:38:00.076000,0.5,0.98,0.0,0.0,43908.85,"19,611.45",44112.75,19649.0,23.0,80.0,45,Buy,Straddle_Hedge,False,231121202212620,NaT,0.0,1.12,12.14,12.26,One_prcnt_Profit_Book,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0446100CE_1,1,2178.521593011457,-1.0,-0.999999999999987,3.594936843869732e-16,12.62667714875611,2.305266891704193e-12,-1.262667714877011,0.25,2023-10-04 14:00:55.429000,42.22365707193603,3.565141722435131,-0.44555,0.00313954747118651,-22.46378470765324,4.055870406391048,-0.2405513456598454,200000.0,,BANKNIFTY23O04,BANKNIFTY23O0441800PE
BANKNIFTY,BANKNIFTY23O0443900CE_2,200000.0,Expiry,True,[231121202215619],2023-10-04 13:51:06.351000,31.15,1.22,38.3145,6.23,43893.1,"19,614.70",44101.9,19648.4,23.0,80.0,45,Sell,ATMShortStraddle,False,231121202426666,NaT,0.0,1.35,12.09,12.23,Trgt_Hit,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0443900PE_2,1,113.3869337695141,3.11115110637665,0.5086239747431306,0.001435533955075347,-61.47837299830805,9.160926838771434,0.6085396178637861,33.0,2023-10-04 14:00:56.487000,60.74005202524859,-1.0,0.56479,0.003134381162439537,-27.73366203367696,4.040626812815212,0.3018458712219782,200000.0,BANKNIFTY23O0443900CE,BANKNIFTY23O04,
BANKNIFTY,BANKNIFTY23O0443900PE_2,200000.0,Expiry,True,[231121202215722],2023-10-04 13:51:07.912000,42.45,1.22,52.2135,8.49,43891.6,"19,613.80",44102.35,19648.4,23.0,80.0,45,Sell,ATMShortStraddle,False,231121202426363,NaT,0.0,1.35,12.08,12.24,Trgt_Hit,44108.15,None,None,PaperTrading,Intraday,Wednesday,2023-10-04,2023-10-04,0,BANKNIFTY23O0443900CE_2,1,108.9082228860534,4.827036314011353,-0.4935268016042333,0.001436918018694298,-49.38637062948236,9.161548519087418,-0.5964544983062581,31.25,2023-10-04 14:01:02.695000,41.10434924226138,1.98649689090571,-0.43809,0.003135607283236369,-22.39767311405286,4.045141360349113,-0.2365375478873926,200000.0,,BANKNIFTY23O04,BANKNIFTY23O0443900PE
